feature,importance,rank,importance_normalized,importance_cumulative
var_cg19697575,0.0,488,0.0,0.9999999999999998
var_cg01742836,0.0,489,0.0,0.9999999999999998
var_cg09382842,0.0,490,0.0,0.9999999999999998
var_cg23696472,0.0,491,0.0,0.9999999999999998
var_cg09885502,0.0,492,0.0,0.9999999999999998
var_cg07618759,0.0,493,0.0,0.9999999999999998
var_cg24186901,0.0,494,0.0,0.9999999999999998
var_cg01395541,0.0,495,0.0,0.9999999999999998
var_cg13023833,0.0,496,0.0,0.9999999999999998
var_cg02622647,0.0,497,0.0,0.9999999999999998
var_cg13522370,0.0,498,0.0,0.9999999999999998
var_cg26023405,0.0,499,0.0,0.9999999999999998
var_cg08059778,0.0,500,0.0,0.9999999999999998
var_cg07878625,0.0,501,0.0,0.9999999999999998
var_cg20455959,0.0,502,0.0,0.9999999999999998
var_cg26584339,0.0,503,0.0,0.9999999999999998
var_cg16488754,0.0,504,0.0,0.9999999999999998
var_cg06792428,0.0,505,0.0,0.9999999999999998
var_cg07648454,0.0,506,0.0,0.9999999999999998
var_cg08417382,0.0,507,0.0,0.9999999999999998
var_cg03391801,0.0,508,0.0,0.9999999999999998
var_cg08076861,0.0,509,0.0,0.9999999999999998
var_cg15565409,0.0,510,0.0,0.9999999999999998
var_cg09307104,0.0,511,0.0,0.9999999999999998
var_cg18346634,0.0,512,0.0,0.9999999999999998
var_cg09418475,0.0,513,0.0,0.9999999999999998
var_cg00810519,0.0,514,0.0,0.9999999999999998
var_cg01871025,0.0,515,0.0,0.9999999999999998
var_cg27501007,0.0,516,0.0,0.9999999999999998
var_cg17800714,0.0,517,0.0,0.9999999999999998
var_cg21016188,0.0,518,0.0,0.9999999999999998
var_cg06779802,0.0,519,0.0,0.9999999999999998
var_cg04727458,0.0,520,0.0,0.9999999999999998
var_cg12709057,0.0,521,0.0,0.9999999999999998
var_cg16590821,0.0,522,0.0,0.9999999999999998
var_cg02333283,0.0,523,0.0,0.9999999999999998
var_cg12935118,0.0,524,0.0,0.9999999999999998
var_cg02869694,0.0,525,0.0,0.9999999999999998
var_cg25206026,0.0,526,0.0,0.9999999999999998
var_cg19992190,0.0,527,0.0,0.9999999999999998
var_cg20502501,0.0,528,0.0,0.9999999999999998
var_cg05806018,0.0,529,0.0,0.9999999999999998
var_cg22221554,0.0,530,0.0,0.9999999999999998
var_cg13913990,0.0,531,0.0,0.9999999999999998
var_cg26505478,0.0,532,0.0,0.9999999999999998
var_cg16221895,0.0,533,0.0,0.9999999999999998
var_cg23429746,0.0,534,0.0,0.9999999999999998
var_cg06041068,0.0,535,0.0,0.9999999999999998
var_cg21983484,0.0,536,0.0,0.9999999999999998
var_cg25656978,0.0,537,0.0,0.9999999999999998
var_cg13203541,0.0,538,0.0,0.9999999999999998
var_cg01105403,0.0,539,0.0,0.9999999999999998
var_cg10717149,0.0,540,0.0,0.9999999999999998
var_cg25132467,0.0,541,0.0,0.9999999999999998
var_cg12075609,0.0,542,0.0,0.9999999999999998
var_cg24790801,0.0,543,0.0,0.9999999999999998
var_cg23712855,0.0,544,0.0,0.9999999999999998
var_cg13573375,0.0,545,0.0,0.9999999999999998
var_cg05534333,0.0,546,0.0,0.9999999999999998
var_cg06266461,0.0,547,0.0,0.9999999999999998
var_cg23503517,0.0,548,0.0,0.9999999999999998
var_cg18717600,0.0,549,0.0,0.9999999999999998
var_cg21953876,0.0,550,0.0,0.9999999999999998
var_cg12298823,0.0,551,0.0,0.9999999999999998
var_cg02283535,0.0,552,0.0,0.9999999999999998
var_cg16976875,0.0,553,0.0,0.9999999999999998
var_cg15255859,0.0,554,0.0,0.9999999999999998
var_cg24741068,0.0,555,0.0,0.9999999999999998
var_cg12284142,0.0,556,0.0,0.9999999999999998
var_cg25427918,0.0,557,0.0,0.9999999999999998
var_cg13532885,0.0,558,0.0,0.9999999999999998
var_cg25225807,0.0,559,0.0,0.9999999999999998
var_cg10274815,0.0,560,0.0,0.9999999999999998
var_cg21159768,0.0,561,0.0,0.9999999999999998
var_cg19168249,0.0,562,0.0,0.9999999999999998
var_cg24479484,0.0,563,0.0,0.9999999999999998
var_cg12447182,0.0,564,0.0,0.9999999999999998
var_cg07806343,0.0,565,0.0,0.9999999999999998
var_cg01215118,0.0,566,0.0,0.9999999999999998
var_cg00026186,0.0,567,0.0,0.9999999999999998
var_cg09072865,0.0,568,0.0,0.9999999999999998
var_cg00142683,0.0,569,0.0,0.9999999999999998
var_cg08458132,0.0,570,0.0,0.9999999999999998
var_cg26628435,0.0,571,0.0,0.9999999999999998
var_cg09146364,0.0,572,0.0,0.9999999999999998
var_cg22968622,0.0,573,0.0,0.9999999999999998
var_cg08980509,0.0,574,0.0,0.9999999999999998
var_cg04027312,0.0,575,0.0,0.9999999999999998
var_cg27123903,0.0,576,0.0,0.9999999999999998
var_cg16641060,0.0,577,0.0,0.9999999999999998
var_cg06915321,0.0,578,0.0,0.9999999999999998
var_cg20208613,0.0,579,0.0,0.9999999999999998
var_cg13182820,0.0,580,0.0,0.9999999999999998
var_cg10991514,0.0,581,0.0,0.9999999999999998
var_cg05438092,0.0,582,0.0,0.9999999999999998
var_cg06615444,0.0,583,0.0,0.9999999999999998
var_cg11965913,0.0,584,0.0,0.9999999999999998
var_cg11637006,0.0,585,0.0,0.9999999999999998
var_cg19513111,0.0,586,0.0,0.9999999999999998
var_cg22682567,0.0,587,0.0,0.9999999999999998
var_cg02049865,0.0,588,0.0,0.9999999999999998
var_cg07393670,0.0,589,0.0,0.9999999999999998
var_cg26746069,0.0,590,0.0,0.9999999999999998
var_cg04712194,0.0,591,0.0,0.9999999999999998
var_cg23184276,0.0,592,0.0,0.9999999999999998
var_cg21201934,0.0,593,0.0,0.9999999999999998
var_cg10451760,0.0,594,0.0,0.9999999999999998
var_cg17479100,0.0,595,0.0,0.9999999999999998
var_cg05476089,0.0,596,0.0,0.9999999999999998
var_cg10088372,0.0,597,0.0,0.9999999999999998
var_cg15579650,0.0,598,0.0,0.9999999999999998
var_cg26679884,0.0,599,0.0,0.9999999999999998
var_cg27609596,0.0,600,0.0,0.9999999999999998
var_cg14137558,0.0,601,0.0,0.9999999999999998
var_cg16767880,0.0,602,0.0,0.9999999999999998
var_cg15841434,0.0,603,0.0,0.9999999999999998
var_cg06144999,0.0,604,0.0,0.9999999999999998
var_cg18989810,0.0,605,0.0,0.9999999999999998
var_cg14804181,0.0,606,0.0,0.9999999999999998
var_cg01366378,0.0,607,0.0,0.9999999999999998
var_cg00348031,0.0,608,0.0,0.9999999999999998
var_cg24183173,0.0,609,0.0,0.9999999999999998
var_cg14331362,0.0,610,0.0,0.9999999999999998
var_cg18828303,0.0,611,0.0,0.9999999999999998
var_cg22275278,0.0,612,0.0,0.9999999999999998
var_cg07419801,0.0,613,0.0,0.9999999999999998
var_cg18444757,0.0,614,0.0,0.9999999999999998
var_cg21211688,0.0,615,0.0,0.9999999999999998
var_cg04586456,0.0,616,0.0,0.9999999999999998
var_cg23543766,0.0,617,0.0,0.9999999999999998
var_cg01364818,0.0,618,0.0,0.9999999999999998
var_cg11154719,0.0,619,0.0,0.9999999999999998
var_cg00779763,0.0,620,0.0,0.9999999999999998
var_cg10055097,0.0,621,0.0,0.9999999999999998
var_cg00729461,0.0,622,0.0,0.9999999999999998
var_cg12576145,0.0,623,0.0,0.9999999999999998
var_cg14322166,0.0,624,0.0,0.9999999999999998
var_cg26059639,0.0,625,0.0,0.9999999999999998
var_cg10315562,0.0,626,0.0,0.9999999999999998
var_cg05872808,0.0,627,0.0,0.9999999999999998
var_cg07012573,0.0,628,0.0,0.9999999999999998
var_cg00723973,0.0,629,0.0,0.9999999999999998
var_cg05803370,0.0,630,0.0,0.9999999999999998
var_cg13304035,0.0,631,0.0,0.9999999999999998
var_cg22164912,0.0,632,0.0,0.9999999999999998
var_cg08298085,0.0,633,0.0,0.9999999999999998
var_cg16510200,0.0,634,0.0,0.9999999999999998
var_cg04149024,0.0,635,0.0,0.9999999999999998
var_cg01086462,0.0,636,0.0,0.9999999999999998
var_cg16638301,0.0,637,0.0,0.9999999999999998
var_cg02994943,0.0,638,0.0,0.9999999999999998
var_cg09134165,0.0,639,0.0,0.9999999999999998
var_cg07056506,0.0,640,0.0,0.9999999999999998
var_cg10987536,0.0,641,0.0,0.9999999999999998
var_cg16617830,0.0,642,0.0,0.9999999999999998
var_cg01941243,0.0,643,0.0,0.9999999999999998
var_cg13766601,0.0,644,0.0,0.9999999999999998
var_cg22452543,0.0,645,0.0,0.9999999999999998
var_cg06834235,0.0,646,0.0,0.9999999999999998
var_cg12598428,0.0,647,0.0,0.9999999999999998
var_cg00739467,0.0,648,0.0,0.9999999999999998
var_cg18705301,0.0,649,0.0,0.9999999999999998
var_cg23143524,0.0,650,0.0,0.9999999999999998
var_cg00399450,0.0,651,0.0,0.9999999999999998
var_cg03327352,0.0,652,0.0,0.9999999999999998
var_cg23251359,0.0,653,0.0,0.9999999999999998
var_cg24863802,0.0,654,0.0,0.9999999999999998
var_cg06945800,0.0,655,0.0,0.9999999999999998
var_cg01120894,0.0,656,0.0,0.9999999999999998
var_cg14516385,0.0,657,0.0,0.9999999999999998
var_cg04552106,0.0,658,0.0,0.9999999999999998
var_cg05134041,0.0,659,0.0,0.9999999999999998
var_cg01370077,0.0,660,0.0,0.9999999999999998
var_cg17292622,0.0,661,0.0,0.9999999999999998
var_cg12036633,0.0,662,0.0,0.9999999999999998
var_cg06136002,0.0,663,0.0,0.9999999999999998
var_cg00116709,0.0,664,0.0,0.9999999999999998
var_cg11185978,0.0,665,0.0,0.9999999999999998
var_cg27501723,0.0,666,0.0,0.9999999999999998
var_cg09310980,0.0,667,0.0,0.9999999999999998
var_cg07750402,0.0,668,0.0,0.9999999999999998
var_cg08950703,0.0,669,0.0,0.9999999999999998
var_cg25247689,0.0,670,0.0,0.9999999999999998
var_cg13941987,0.0,671,0.0,0.9999999999999998
var_cg08405463,0.0,672,0.0,0.9999999999999998
var_cg16515238,0.0,673,0.0,0.9999999999999998
var_cg21634283,0.0,674,0.0,0.9999999999999998
var_cg21881821,0.0,675,0.0,0.9999999999999998
var_cg11233153,0.0,676,0.0,0.9999999999999998
var_cg03335173,0.0,677,0.0,0.9999999999999998
var_cg05088151,0.0,678,0.0,0.9999999999999998
var_cg10786572,0.0,679,0.0,0.9999999999999998
var_cg18110333,0.0,680,0.0,0.9999999999999998
var_cg00114625,0.0,681,0.0,0.9999999999999998
var_cg00666173,0.0,682,0.0,0.9999999999999998
var_cg20445038,0.0,683,0.0,0.9999999999999998
var_cg11173002,0.0,684,0.0,0.9999999999999998
var_cg09978401,0.0,685,0.0,0.9999999999999998
var_cg15257930,0.0,686,0.0,0.9999999999999998
var_cg18689730,0.0,687,0.0,0.9999999999999998
var_cg23857909,0.0,688,0.0,0.9999999999999998
var_cg05109619,0.0,689,0.0,0.9999999999999998
var_cg19407410,0.0,690,0.0,0.9999999999999998
var_cg11308037,0.0,691,0.0,0.9999999999999998
var_cg17036062,0.0,692,0.0,0.9999999999999998
var_cg16894263,0.0,693,0.0,0.9999999999999998
var_cg24325314,0.0,694,0.0,0.9999999999999998
var_cg26682103,0.0,695,0.0,0.9999999999999998
var_cg07712165,0.0,696,0.0,0.9999999999999998
var_cg26777760,0.0,697,0.0,0.9999999999999998
var_cg00011891,0.0,698,0.0,0.9999999999999998
var_cg17639056,0.0,699,0.0,0.9999999999999998
var_cg00680673,0.0,700,0.0,0.9999999999999998
var_cg24634471,0.0,701,0.0,0.9999999999999998
var_cg19939909,0.0,702,0.0,0.9999999999999998
var_cg15199886,0.0,703,0.0,0.9999999999999998
var_cg00944631,0.0,704,0.0,0.9999999999999998
var_cg19005062,0.0,705,0.0,0.9999999999999998
var_cg27069132,0.0,706,0.0,0.9999999999999998
var_cg16412745,0.0,707,0.0,0.9999999999999998
var_cg24401557,0.0,708,0.0,0.9999999999999998
var_cg18827503,0.0,709,0.0,0.9999999999999998
var_cg22449896,0.0,710,0.0,0.9999999999999998
var_cg19056391,0.0,711,0.0,0.9999999999999998
var_cg02921434,0.0,712,0.0,0.9999999999999998
var_cg06055478,0.0,713,0.0,0.9999999999999998
var_cg05137263,0.0,714,0.0,0.9999999999999998
var_cg02262167,0.0,715,0.0,0.9999999999999998
var_cg03773146,0.0,716,0.0,0.9999999999999998
var_cg04094482,0.0,717,0.0,0.9999999999999998
var_cg08265308,0.0,718,0.0,0.9999999999999998
var_cg08282969,0.0,719,0.0,0.9999999999999998
var_cg06915915,0.0,720,0.0,0.9999999999999998
var_cg18395382,0.0,721,0.0,0.9999999999999998
var_cg23834765,0.0,722,0.0,0.9999999999999998
var_cg07187289,0.0,723,0.0,0.9999999999999998
var_cg11010744,0.0,724,0.0,0.9999999999999998
var_cg19834421,0.0,725,0.0,0.9999999999999998
var_cg06510592,0.0,726,0.0,0.9999999999999998
var_cg16940942,0.0,727,0.0,0.9999999999999998
genetic_risk_score,0.0,728,0.0,0.9999999999999998
